age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
46,Administrative,Married,Secondary,No,1804.0,No,No,Cellular,11,Aug,80.0,2,-1.0,0,Unknown,No
43,Technician,Married,Secondary,No,7876.0,Yes,No,Cellular,11,Aug,209.0,2,-1.0,0,Unknown,No
33,Management,Single,Tertiary,No,1120.0,No,No,Cellular,11,Aug,1070.0,2,-1.0,0,Unknown,Yes
57,Housemaid,Married,Primary,No,2785.0,No,No,Cellular,11,Aug,610.0,4,-1.0,0,Unknown,Yes
32,Housemaid,Married,Tertiary,No,834.0,No,No,Cellular,11,Aug,144.0,2,-1.0,0,Unknown,No
31,Technician,Single,Tertiary,No,3194.0,No,No,Cellular,11,Aug,140.0,2,-1.0,0,Unknown,No
30,Technician,Married,Secondary,No,671.0,No,No,Cellular,11,Aug,96.0,2,-1.0,0,Unknown,No
46,Technician,Married,Secondary,No,159.0,No,Yes,Cellular,11,Aug,139.0,4,-1.0,0,Unknown,No
49,Self-employed,Married,Tertiary,No,23917.0,No,No,Cellular,11,Aug,51.0,4,-1.0,0,Unknown,No
60,Management,Single,Tertiary,No,2190.0,No,No,Cellular,11,Aug,601.0,2,-1.0,0,Unknown,No
60,Retired,Married,Secondary,No,-240.0,No,No,Cellular,11,Aug,152.0,6,-1.0,0,Unknown,No
33,Management,Single,Tertiary,No,0.0,No,No,Cellular,11,Aug,699.0,7,-1.0,0,Unknown,Yes
32,Administrative,Married,Secondary,No,344.0,Yes,Yes,Cellular,11,Aug,255.0,15,-1.0,0,Unknown,No
35,Technician,Married,Tertiary,No,416.0,No,No,Cellular,11,Aug,591.0,4,-1.0,0,Unknown,No
59,Blue-collar,Married,Primary,No,754.0,No,No,Cellular,11,Aug,225.0,4,-1.0,0,Unknown,No
30,Technician,Married,Tertiary,No,1045.0,No,No,Cellular,11,Aug,65.0,4,-1.0,0,Unknown,No
47,Blue-collar,Married,Primary,No,4040.0,No,No,Cellular,11,Aug,53.0,5,-1.0,0,Unknown,No
53,Housemaid,Married,Primary,No,1869.0,No,No,Cellular,11,Aug,102.0,4,-1.0,0,Unknown,No
41,Technician,Divorced,Tertiary,No,3465.0,Yes,No,Cellular,11,Aug,389.0,4,-1.0,0,Unknown,No
45,Blue-collar,Married,Secondary,No,751.0,No,No,Cellular,11,Aug,176.0,4,-1.0,0,Unknown,No
35,Management,Married,Tertiary,No,43.0,No,No,Cellular,11,Aug,917.0,4,-1.0,0,Unknown,Yes
32,Unemployed,Married,Tertiary,No,1364.0,No,No,Cellular,11,Aug,104.0,4,-1.0,0,Unknown,No
34,Management,Married,Tertiary,No,1666.0,No,No,Cellular,11,Aug,36.0,4,-1.0,0,Unknown,No
60,Retired,Married,Primary,No,172.0,No,No,Cellular,11,Aug,247.0,4,-1.0,0,Unknown,No
48,Blue-collar,Married,Unknown,No,113.0,No,No,Cellular,11,Aug,104.0,13,-1.0,0,Unknown,No
41,Management,Divorced,Tertiary,No,4495.0,Yes,No,Cellular,11,Aug,55.0,5,-1.0,0,Unknown,No
30,Technician,Single,Secondary,No,3096.0,Yes,No,Cellular,11,Aug,272.0,4,-1.0,0,Unknown,No
40,Housemaid,Married,Secondary,No,116.0,No,No,Cellular,11,Aug,1099.0,4,-1.0,0,Unknown,No
37,Administrative,Married,Tertiary,No,801.0,No,No,Cellular,11,Aug,331.0,7,-1.0,0,Unknown,No
33,Management,Married,Tertiary,No,540.0,No,No,Cellular,11,Aug,79.0,4,-1.0,0,Unknown,No
45,Technician,Married,Tertiary,No,548.0,No,No,Cellular,11,Aug,108.0,4,-1.0,0,Unknown,No
56,Housemaid,Married,Unknown,No,1780.0,No,No,Cellular,11,Aug,111.0,2,-1.0,0,Unknown,No
46,Management,Single,Tertiary,No,379.0,No,No,Cellular,11,Aug,83.0,6,-1.0,0,Unknown,No
46,Blue-collar,Married,Unknown,No,8.0,No,No,Cellular,11,Aug,79.0,6,-1.0,0,Unknown,No
51,Technician,Divorced,Secondary,No,0.0,No,No,Cellular,11,Aug,177.0,2,-1.0,0,Unknown,No
36,Management,Single,Tertiary,No,4123.0,No,No,Cellular,11,Aug,146.0,2,-1.0,0,Unknown,No
33,Management,Married,Tertiary,No,752.0,Yes,No,Cellular,11,Aug,104.0,4,-1.0,0,Unknown,No
49,Technician,Divorced,Tertiary,No,917.0,No,No,Cellular,11,Aug,165.0,6,-1.0,0,Unknown,No
34,Entrepreneur,Married,Secondary,No,223.0,No,Yes,Cellular,11,Aug,103.0,6,-1.0,0,Unknown,No
33,Technician,Divorced,Secondary,No,370.0,Yes,No,Cellular,11,Aug,145.0,4,-1.0,0,Unknown,No
57,Blue-collar,Married,Primary,No,856.0,No,No,Cellular,11,Aug,194.0,6,-1.0,0,Unknown,No
34,Technician,Married,Tertiary,No,0.0,No,No,Cellular,11,Aug,68.0,4,-1.0,0,Unknown,No
55,Housemaid,Married,Primary,No,578.0,No,No,Cellular,11,Aug,189.0,2,-1.0,0,Unknown,No
39,Management,Married,Secondary,No,11835.0,Yes,No,Cellular,11,Aug,744.0,2,-1.0,0,Unknown,Yes
59,Retired,Married,Secondary,No,1980.0,No,No,Cellular,11,Aug,185.0,2,-1.0,0,Unknown,No
32,Technician,Single,Tertiary,No,300.0,No,No,Cellular,11,Aug,163.0,2,-1.0,0,Unknown,No
53,Management,Married,Tertiary,No,0.0,No,No,Cellular,11,Aug,608.0,2,-1.0,0,Unknown,Yes
36,Management,Single,Tertiary,No,741.0,No,No,Cellular,11,Aug,214.0,2,-1.0,0,Unknown,No
31,Management,Divorced,Tertiary,No,416.0,No,No,Cellular,11,Aug,33.0,2,-1.0,0,Unknown,No
46,Technician,Divorced,Secondary,No,256.0,No,No,Cellular,11,Aug,105.0,2,-1.0,0,Unknown,No
58,Management,Married,Tertiary,No,889.0,No,No,Cellular,11,Aug,121.0,2,-1.0,0,Unknown,No
50,Services,Married,Secondary,No,1.0,No,No,Telephone,11,Aug,80.0,10,-1.0,0,Unknown,No
46,Services,Married,Secondary,No,2703.0,No,No,Cellular,11,Aug,211.0,6,-1.0,0,Unknown,No
58,Retired,Married,Primary,No,0.0,No,No,Cellular,11,Aug,566.0,2,-1.0,0,Unknown,No
31,Management,Single,Tertiary,No,498.0,No,No,Cellular,11,Aug,182.0,2,-1.0,0,Unknown,No
49,Services,Married,Secondary,No,653.0,No,No,Cellular,11,Aug,317.0,2,-1.0,0,Unknown,No
30,Management,Married,Tertiary,No,2960.0,No,No,Cellular,11,Aug,370.0,4,-1.0,0,Unknown,No
37,Management,Single,Secondary,No,24.0,Yes,Yes,Cellular,11,Aug,232.0,4,-1.0,0,Unknown,No
59,Services,Married,Secondary,No,108.0,No,No,Cellular,11,Aug,120.0,4,-1.0,0,Unknown,No
43,Technician,Married,Secondary,No,3723.0,Yes,No,Cellular,11,Aug,134.0,4,-1.0,0,Unknown,No
38,Technician,Divorced,Secondary,No,410.0,No,No,Cellular,11,Aug,63.0,6,-1.0,0,Unknown,No
55,Technician,Single,Secondary,No,149.0,Yes,No,Cellular,11,Aug,103.0,15,-1.0,0,Unknown,No
30,Management,Single,Tertiary,No,725.0,No,No,Cellular,11,Aug,69.0,4,-1.0,0,Unknown,No
39,Management,Married,Secondary,No,215.0,No,No,Cellular,11,Aug,1141.0,4,-1.0,0,Unknown,Yes
33,Management,Married,Tertiary,No,299.0,No,No,Cellular,11,Aug,378.0,4,-1.0,0,Unknown,No
48,Blue-collar,Married,Secondary,No,794.0,No,No,Cellular,11,Aug,135.0,6,-1.0,0,Unknown,No
41,Management,Married,Secondary,No,456.0,Yes,No,Cellular,11,Aug,734.0,4,-1.0,0,Unknown,Yes
41,Technician,Single,Secondary,No,134.0,No,Yes,Cellular,11,Aug,153.0,4,-1.0,0,Unknown,No
53,Self-employed,Married,Tertiary,No,217.0,No,No,Cellular,11,Aug,121.0,5,-1.0,0,Unknown,No
47,Technician,Married,Tertiary,No,1127.0,No,No,Cellular,11,Aug,133.0,6,-1.0,0,Unknown,No
55,Blue-collar,Married,Primary,No,1512.0,No,No,Cellular,11,Aug,262.0,4,-1.0,0,Unknown,No
32,Management,Single,Secondary,No,2018.0,No,No,Cellular,11,Aug,1238.0,1,-1.0,0,Unknown,Yes
36,Housemaid,Single,Secondary,No,28.0,No,Yes,Cellular,11,Aug,149.0,2,-1.0,0,Unknown,No
32,Technician,Married,Secondary,No,999.0,No,No,Cellular,11,Aug,382.0,3,-1.0,0,Unknown,No
40,Technician,Married,Secondary,Yes,32.0,Yes,No,Cellular,11,Aug,55.0,4,-1.0,0,Unknown,No
34,Management,Single,Tertiary,No,421.0,No,No,Cellular,11,Aug,383.0,3,-1.0,0,Unknown,No
37,Technician,Married,Tertiary,Yes,-681.0,Yes,Yes,Cellular,11,Aug,280.0,3,-1.0,0,Unknown,No
34,Management,Married,Tertiary,No,1273.0,No,No,Unknown,11,Aug,93.0,2,-1.0,0,Unknown,No
32,Management,Married,Tertiary,No,713.0,Yes,No,Cellular,11,Aug,76.0,7,-1.0,0,Unknown,No
35,Management,Married,Tertiary,No,569.0,No,No,Cellular,11,Aug,121.0,3,-1.0,0,Unknown,No
38,Self-employed,Single,Tertiary,No,982.0,No,No,Cellular,11,Aug,176.0,3,-1.0,0,Unknown,No
37,Management,Married,Tertiary,No,0.0,No,No,Cellular,11,Aug,187.0,4,-1.0,0,Unknown,No
53,Management,Divorced,Secondary,No,112.0,No,Yes,Cellular,11,Aug,246.0,3,-1.0,0,Unknown,No
57,Retired,Married,Secondary,No,13834.0,No,No,Cellular,11,Aug,107.0,1,-1.0,0,Unknown,No
48,Technician,Divorced,Secondary,No,353.0,No,No,Cellular,11,Aug,132.0,1,-1.0,0,Unknown,No
35,Technician,Married,Tertiary,No,22.0,No,No,Cellular,11,Aug,109.0,1,-1.0,0,Unknown,No
30,Management,Single,Tertiary,No,1191.0,No,No,Cellular,11,Aug,381.0,4,-1.0,0,Unknown,No
31,Management,Married,Tertiary,No,4945.0,No,No,Cellular,11,Aug,445.0,1,-1.0,0,Unknown,No
40,Technician,Married,Secondary,No,4186.0,No,No,Cellular,11,Aug,129.0,1,-1.0,0,Unknown,No
47,Services,Married,Primary,No,206.0,No,No,Cellular,11,Aug,71.0,3,-1.0,0,Unknown,No
35,Technician,Married,Secondary,No,289.0,Yes,No,Cellular,11,Aug,80.0,10,-1.0,0,Unknown,No
31,Management,Married,Secondary,No,0.0,No,No,Cellular,11,Aug,720.0,1,-1.0,0,Unknown,Yes
35,Management,Single,Tertiary,Yes,-1980.0,Yes,Yes,Cellular,11,Aug,227.0,1,-1.0,0,Unknown,No
30,Technician,Single,Tertiary,No,2784.0,No,No,Cellular,11,Aug,161.0,1,-1.0,0,Unknown,No
42,Management,Married,Tertiary,No,187.0,No,No,Cellular,11,Aug,64.0,1,-1.0,0,Unknown,No
32,Technician,Single,Tertiary,No,741.0,Yes,No,Cellular,11,Aug,238.0,1,-1.0,0,Unknown,No
45,Administrative,Married,Secondary,No,111.0,Yes,No,Cellular,11,Aug,173.0,1,-1.0,0,Unknown,No
33,Technician,Married,Secondary,No,1166.0,No,No,Cellular,11,Aug,90.0,3,-1.0,0,Unknown,No
59,Blue-collar,Married,Primary,No,914.0,No,No,Cellular,11,Aug,139.0,8,-1.0,0,Unknown,No
37,Management,Married,Tertiary,No,2672.0,Yes,No,Cellular,11,Aug,549.0,1,-1.0,0,Unknown,No
40,Self-employed,Married,Tertiary,No,271.0,Yes,No,Cellular,11,Aug,265.0,4,-1.0,0,Unknown,No
32,Technician,Single,Tertiary,No,1100.0,Yes,Yes,Cellular,11,Aug,67.0,1,-1.0,0,Unknown,No
32,Management,Married,Tertiary,No,1086.0,No,No,Cellular,11,Aug,379.0,3,-1.0,0,Unknown,No
51,Technician,Single,Secondary,No,8538.0,Yes,No,Cellular,11,Aug,126.0,2,-1.0,0,Unknown,No
31,Blue-collar,Married,Secondary,No,-204.0,Yes,Yes,Cellular,11,Aug,429.0,7,-1.0,0,Unknown,No
33,Technician,Married,Tertiary,No,2586.0,No,No,Cellular,11,Aug,117.0,3,-1.0,0,Unknown,No
37,Technician,Single,Secondary,No,4.0,No,No,Cellular,11,Aug,933.0,1,-1.0,0,Unknown,Yes
59,Retired,Married,Primary,Yes,-13.0,No,No,Cellular,11,Aug,77.0,1,-1.0,0,Unknown,No
32,Management,Married,Tertiary,No,1208.0,No,No,Cellular,11,Aug,221.0,3,-1.0,0,Unknown,No
30,Technician,Single,Tertiary,No,4459.0,No,No,Cellular,11,Aug,149.0,2,-1.0,0,Unknown,No
38,Technician,Married,Tertiary,No,-3.0,No,No,Cellular,11,Aug,148.0,3,-1.0,0,Unknown,No
52,Administrative,Married,Secondary,No,7742.0,No,No,Cellular,11,Aug,149.0,3,-1.0,0,Unknown,No
32,Housemaid,Married,Secondary,No,3832.0,No,No,Cellular,11,Aug,80.0,3,-1.0,0,Unknown,No
37,Management,Married,Tertiary,No,825.0,Yes,No,Cellular,11,Aug,214.0,5,-1.0,0,Unknown,No
34,Technician,Single,Secondary,No,4676.0,No,No,Cellular,11,Aug,248.0,3,-1.0,0,Unknown,No
30,Management,Single,Tertiary,No,6493.0,No,No,Cellular,11,Aug,132.0,5,-1.0,0,Unknown,No
33,Technician,Single,Tertiary,No,443.0,No,No,Cellular,11,Aug,240.0,5,-1.0,0,Unknown,No
32,Technician,Single,Tertiary,No,543.0,No,No,Cellular,11,Aug,385.0,3,-1.0,0,Unknown,No
30,Management,Married,Tertiary,No,1882.0,Yes,No,Cellular,11,Aug,249.0,5,-1.0,0,Unknown,No
43,Unemployed,Married,Secondary,No,223.0,No,No,Cellular,11,Aug,200.0,4,-1.0,0,Unknown,No
31,Technician,Single,Secondary,No,2.0,No,Yes,Cellular,11,Aug,104.0,4,-1.0,0,Unknown,No
43,Management,Married,Secondary,No,2411.0,Yes,No,Cellular,11,Aug,124.0,7,-1.0,0,Unknown,No
31,Management,Married,Tertiary,No,3739.0,No,No,Cellular,11,Aug,117.0,3,-1.0,0,Unknown,No
31,Self-employed,Single,Secondary,No,762.0,No,No,Cellular,11,Aug,312.0,3,-1.0,0,Unknown,No
47,Services,Married,Secondary,No,24.0,No,No,Cellular,11,Aug,271.0,3,-1.0,0,Unknown,No
49,Management,Married,Tertiary,No,4594.0,No,No,Cellular,11,Aug,157.0,3,-1.0,0,Unknown,No
32,Management,Single,Tertiary,No,1434.0,No,No,Cellular,11,Aug,1144.0,3,-1.0,0,Unknown,No
30,Technician,Single,Tertiary,No,290.0,No,No,Cellular,11,Aug,485.0,5,-1.0,0,Unknown,No
56,Services,Divorced,Secondary,No,476.0,No,No,Cellular,11,Aug,67.0,7,-1.0,0,Unknown,No
59,Technician,Married,Secondary,No,478.0,No,No,Cellular,11,Aug,108.0,5,-1.0,0,Unknown,No
47,Retired,Married,Secondary,No,-71.0,Yes,No,Cellular,11,Aug,293.0,5,-1.0,0,Unknown,No
30,Technician,Married,Tertiary,No,8351.0,No,No,Cellular,11,Aug,345.0,3,-1.0,0,Unknown,No
50,Blue-collar,Married,Primary,No,0.0,No,No,Cellular,11,Aug,72.0,5,-1.0,0,Unknown,No
42,Management,Married,Tertiary,No,1161.0,No,No,Cellular,11,Aug,101.0,5,-1.0,0,Unknown,No
53,Self-employed,Married,Primary,No,2639.0,No,No,Cellular,11,Aug,304.0,4,-1.0,0,Unknown,No
51,Blue-collar,Married,Primary,No,541.0,No,No,Cellular,11,Aug,663.0,3,-1.0,0,Unknown,Yes
43,Management,Married,Tertiary,No,8.0,No,No,Cellular,11,Aug,95.0,4,-1.0,0,Unknown,No
36,Technician,Divorced,Secondary,No,487.0,No,Yes,Cellular,11,Aug,268.0,3,-1.0,0,Unknown,No
31,Technician,Married,Secondary,No,30.0,No,No,Telephone,11,Aug,133.0,5,-1.0,0,Unknown,No
55,Unknown,Married,Secondary,No,1785.0,No,No,Cellular,11,Aug,339.0,3,-1.0,0,Unknown,No
34,Management,Married,Tertiary,No,519.0,No,No,Cellular,11,Aug,57.0,3,-1.0,0,Unknown,No
37,Technician,Married,Secondary,No,5287.0,Yes,Yes,Cellular,11,Aug,209.0,2,-1.0,0,Unknown,No
40,Management,Divorced,Tertiary,No,3426.0,No,No,Cellular,11,Aug,94.0,3,-1.0,0,Unknown,No
41,Management,Married,Tertiary,No,0.0,No,No,Cellular,11,Aug,1242.0,5,-1.0,0,Unknown,Yes
59,Retired,Married,Tertiary,No,1296.0,No,No,Cellular,11,Aug,862.0,11,-1.0,0,Unknown,No
55,Services,Married,Secondary,No,2120.0,No,No,Cellular,11,Aug,236.0,3,-1.0,0,Unknown,No
39,Technician,Married,Secondary,No,3663.0,No,No,Cellular,11,Aug,230.0,3,-1.0,0,Unknown,No
35,Technician,Single,Secondary,No,354.0,No,No,Cellular,11,Aug,444.0,3,-1.0,0,Unknown,Yes
59,Retired,Married,Secondary,No,5219.0,No,No,Cellular,11,Aug,239.0,3,-1.0,0,Unknown,No
48,Blue-collar,Married,Primary,No,719.0,No,Yes,Cellular,11,Aug,418.0,5,-1.0,0,Unknown,Yes
46,Technician,Divorced,Tertiary,No,0.0,Yes,No,Cellular,11,Aug,249.0,5,-1.0,0,Unknown,No
50,Self-employed,Married,Secondary,No,111.0,No,No,Cellular,11,Aug,277.0,3,-1.0,0,Unknown,No
38,Services,Single,Secondary,No,9609.0,Yes,No,Cellular,11,Aug,1687.0,9,-1.0,0,Unknown,No
57,Blue-collar,Married,Secondary,No,14093.0,No,No,Cellular,11,Aug,231.0,5,-1.0,0,Unknown,No
35,Management,Single,Tertiary,No,863.0,No,No,Cellular,11,Aug,481.0,2,-1.0,0,Unknown,No
53,Retired,Divorced,Secondary,No,451.0,No,Yes,Cellular,11,Aug,277.0,5,-1.0,0,Unknown,No
34,Management,Married,Tertiary,No,1054.0,No,No,Cellular,11,Aug,101.0,3,-1.0,0,Unknown,No
44,Technician,Divorced,Secondary,No,12.0,No,No,Cellular,11,Aug,295.0,3,-1.0,0,Unknown,No
30,Technician,Single,Secondary,No,3927.0,Yes,No,Cellular,11,Aug,247.0,1,-1.0,0,Unknown,No
53,Blue-collar,Married,Primary,No,1301.0,No,No,Cellular,11,Aug,164.0,1,-1.0,0,Unknown,No
58,Retired,Married,Secondary,No,11.0,No,No,Cellular,11,Aug,270.0,1,-1.0,0,Unknown,No
34,Management,Married,Tertiary,No,828.0,No,Yes,Cellular,11,Aug,1080.0,3,-1.0,0,Unknown,Yes
38,Technician,Married,Tertiary,No,-267.0,No,No,Cellular,11,Aug,220.0,1,-1.0,0,Unknown,No
34,Management,Married,Tertiary,No,2657.0,Yes,No,Cellular,11,Aug,159.0,3,-1.0,0,Unknown,No
33,Management,Single,Tertiary,No,4782.0,Yes,No,Cellular,11,Aug,217.0,1,-1.0,0,Unknown,No
50,Management,Married,Tertiary,No,412.0,Yes,Yes,Cellular,11,Aug,40.0,5,-1.0,0,Unknown,No
56,Unknown,Married,Unknown,No,15088.0,No,No,Cellular,11,Aug,179.0,4,-1.0,0,Unknown,No
31,Technician,Single,Secondary,No,433.0,No,No,Cellular,11,Aug,1504.0,2,-1.0,0,Unknown,No
50,Management,Married,Tertiary,No,1859.0,No,No,Cellular,11,Aug,85.0,5,-1.0,0,Unknown,No
45,Blue-collar,Married,Primary,No,6753.0,No,No,Cellular,11,Aug,48.0,9,-1.0,0,Unknown,No
34,Technician,Single,Tertiary,No,1039.0,No,No,Cellular,11,Aug,342.0,3,-1.0,0,Unknown,No
33,Unknown,Married,Secondary,No,335.0,No,No,Cellular,11,Aug,566.0,7,-1.0,0,Unknown,No
52,Technician,Married,Secondary,No,989.0,No,No,Cellular,11,Aug,356.0,1,-1.0,0,Unknown,No
32,Management,Single,Tertiary,No,715.0,No,No,Cellular,11,Aug,159.0,1,-1.0,0,Unknown,No
44,Management,Married,Tertiary,No,-61.0,No,No,Cellular,11,Aug,1015.0,1,-1.0,0,Unknown,No
47,Blue-collar,Married,Secondary,No,2787.0,No,No,Cellular,11,Aug,479.0,1,-1.0,0,Unknown,Yes
40,Technician,Married,Secondary,No,1716.0,Yes,No,Cellular,12,Aug,226.0,8,-1.0,0,Unknown,No
59,Administrative,Divorced,Secondary,No,636.0,No,No,Cellular,12,Aug,91.0,4,-1.0,0,Unknown,No
30,Management,Single,Tertiary,No,115.0,No,No,Cellular,12,Aug,154.0,2,-1.0,0,Unknown,No
30,Housemaid,Single,Tertiary,No,3362.0,No,No,Cellular,12,Aug,101.0,2,-1.0,0,Unknown,No
50,Technician,Divorced,Secondary,No,3656.0,No,No,Cellular,12,Aug,509.0,2,-1.0,0,Unknown,No
32,Technician,Married,Secondary,No,1568.0,No,No,Cellular,12,Aug,161.0,6,-1.0,0,Unknown,No
46,Unemployed,Married,Secondary,No,2551.0,No,No,Cellular,12,Aug,645.0,2,-1.0,0,Unknown,Yes
32,Management,Divorced,Tertiary,No,948.0,No,No,Cellular,12,Aug,204.0,2,-1.0,0,Unknown,No
59,Management,Married,Tertiary,No,37.0,No,No,Cellular,12,Aug,64.0,9,-1.0,0,Unknown,No
60,Retired,Married,Secondary,No,2722.0,No,No,Cellular,12,Aug,506.0,2,-1.0,0,Unknown,Yes
57,Retired,Married,Primary,No,-12.0,No,Yes,Cellular,12,Aug,80.0,8,-1.0,0,Unknown,No
58,Retired,Married,Secondary,No,764.0,No,No,Cellular,12,Aug,219.0,4,-1.0,0,Unknown,No
39,Technician,Married,Secondary,No,52.0,No,No,Cellular,12,Aug,96.0,2,-1.0,0,Unknown,No
31,Technician,Single,Secondary,No,826.0,Yes,No,Cellular,12,Aug,246.0,2,-1.0,0,Unknown,No
36,Management,Married,Tertiary,No,171.0,No,No,Cellular,12,Aug,92.0,2,-1.0,0,Unknown,No
56,Blue-collar,Married,Secondary,No,2395.0,No,No,Cellular,12,Aug,150.0,2,-1.0,0,Unknown,No
51,Administrative,Married,Secondary,No,1535.0,No,No,Cellular,12,Aug,359.0,2,-1.0,0,Unknown,No
33,Management,Married,Tertiary,No,685.0,No,No,Cellular,12,Aug,72.0,2,-1.0,0,Unknown,No
35,Technician,Married,Secondary,No,482.0,No,No,Cellular,12,Aug,138.0,2,-1.0,0,Unknown,No
56,Retired,Married,Secondary,No,-113.0,Yes,Yes,Cellular,12,Aug,614.0,2,-1.0,0,Unknown,No
44,Self-employed,Married,Primary,No,4.0,No,No,Cellular,12,Aug,327.0,2,-1.0,0,Unknown,No
49,Blue-collar,Divorced,Primary,No,1280.0,No,Yes,Cellular,12,Aug,144.0,2,-1.0,0,Unknown,No
44,Technician,Divorced,Secondary,No,0.0,No,No,Cellular,12,Aug,56.0,2,-1.0,0,Unknown,No
54,Management,Married,Tertiary,No,3020.0,No,No,Cellular,12,Aug,106.0,2,-1.0,0,Unknown,No
33,Management,Divorced,Tertiary,No,-336.0,No,No,Cellular,12,Aug,75.0,2,-1.0,0,Unknown,No
31,Management,Single,Tertiary,No,30.0,No,No,Cellular,12,Aug,348.0,2,-1.0,0,Unknown,No
37,Management,Married,Secondary,No,0.0,No,No,Cellular,12,Aug,132.0,2,-1.0,0,Unknown,No
33,Management,Married,Tertiary,No,855.0,Yes,Yes,Cellular,12,Aug,191.0,2,-1.0,0,Unknown,No
30,Management,Married,Tertiary,No,646.0,No,No,Cellular,12,Aug,99.0,2,-1.0,0,Unknown,No
49,Self-employed,Married,Secondary,No,1103.0,No,No,Cellular,12,Aug,428.0,2,-1.0,0,Unknown,No
31,Management,Single,Tertiary,No,123.0,No,No,Cellular,12,Aug,82.0,2,-1.0,0,Unknown,No
33,Technician,Married,Tertiary,No,980.0,No,No,Cellular,12,Aug,172.0,2,-1.0,0,Unknown,No
48,Management,Single,Tertiary,No,5904.0,Yes,No,Cellular,12,Aug,127.0,2,-1.0,0,Unknown,No
39,Management,Married,Secondary,No,1880.0,No,No,Cellular,12,Aug,768.0,2,-1.0,0,Unknown,Yes
30,Management,Divorced,Tertiary,No,317.0,No,No,Cellular,12,Aug,72.0,2,-1.0,0,Unknown,No
46,Entrepreneur,Married,Secondary,No,-880.0,No,Yes,Cellular,12,Aug,185.0,2,-1.0,0,Unknown,No
41,Technician,Single,Secondary,No,297.0,No,Yes,Cellular,12,Aug,140.0,2,-1.0,0,Unknown,No
57,Blue-collar,Married,Primary,No,2112.0,No,No,Cellular,12,Aug,1134.0,2,-1.0,0,Unknown,Yes
49,Administrative,Married,Secondary,No,300.0,No,No,Cellular,12,Aug,76.0,2,-1.0,0,Unknown,No
54,Housemaid,Married,Primary,No,212.0,No,No,Cellular,12,Aug,81.0,4,-1.0,0,Unknown,No
30,Housemaid,Married,Secondary,No,0.0,No,No,Cellular,12,Aug,91.0,2,-1.0,0,Unknown,No
31,Management,Single,Tertiary,No,573.0,No,No,Cellular,12,Aug,138.0,2,-1.0,0,Unknown,No
30,Management,Single,Tertiary,No,220.0,No,Yes,Cellular,12,Aug,111.0,2,-1.0,0,Unknown,No
35,Management,Married,Tertiary,No,100.0,No,No,Cellular,12,Aug,120.0,2,-1.0,0,Unknown,No
35,Management,Married,Tertiary,No,1383.0,No,No,Cellular,12,Aug,143.0,2,-1.0,0,Unknown,No
58,Management,Married,Tertiary,No,5942.0,No,No,Cellular,12,Aug,64.0,2,-1.0,0,Unknown,No
40,Housemaid,Married,Secondary,No,1050.0,No,No,Cellular,12,Aug,117.0,2,-1.0,0,Unknown,No
31,Management,Married,Tertiary,No,1575.0,No,No,Cellular,12,Aug,178.0,4,-1.0,0,Unknown,No
42,Management,Divorced,Tertiary,No,1622.0,Yes,No,Cellular,12,Aug,158.0,2,-1.0,0,Unknown,No
42,Technician,Single,Secondary,Yes,0.0,No,Yes,Cellular,12,Aug,51.0,4,-1.0,0,Unknown,No
46,Unemployed,Married,Secondary,No,3533.0,Yes,No,Cellular,12,Aug,235.0,2,-1.0,0,Unknown,No
59,Retired,Married,Primary,No,94.0,No,No,Cellular,12,Aug,256.0,2,-1.0,0,Unknown,No
58,Retired,Married,Secondary,No,7560.0,No,No,Cellular,12,Aug,364.0,2,-1.0,0,Unknown,No
32,Management,Divorced,Tertiary,No,874.0,No,No,Cellular,12,Aug,1282.0,6,-1.0,0,Unknown,Yes
49,Management,Married,Secondary,No,0.0,No,No,Cellular,12,Aug,138.0,2,-1.0,0,Unknown,No
34,Management,Single,Tertiary,No,1009.0,Yes,No,Cellular,12,Aug,68.0,2,-1.0,0,Unknown,No
33,Technician,Single,Secondary,No,827.0,Yes,No,Cellular,12,Aug,58.0,4,-1.0,0,Unknown,No
30,Management,Single,Tertiary,No,74.0,No,No,Cellular,12,Aug,96.0,5,-1.0,0,Unknown,No
39,Housemaid,Married,Primary,No,562.0,No,No,Cellular,12,Aug,234.0,2,-1.0,0,Unknown,No
34,Blue-collar,Married,Secondary,No,172.0,No,No,Cellular,12,Aug,237.0,2,-1.0,0,Unknown,No
32,Management,Single,Tertiary,No,100.0,No,No,Cellular,12,Aug,181.0,2,-1.0,0,Unknown,No
52,Management,Married,Tertiary,No,0.0,No,No,Cellular,12,Aug,106.0,2,-1.0,0,Unknown,No
58,Technician,Married,Secondary,No,1463.0,Yes,No,Cellular,12,Aug,110.0,3,-1.0,0,Unknown,No
49,Unknown,Married,Secondary,No,1269.0,No,No,Cellular,12,Aug,117.0,9,-1.0,0,Unknown,No
36,Management,Single,Tertiary,No,419.0,No,No,Cellular,12,Aug,122.0,2,-1.0,0,Unknown,No
30,Management,Single,Tertiary,No,67.0,No,No,Cellular,12,Aug,52.0,2,-1.0,0,Unknown,No
36,Technician,Married,Secondary,No,1659.0,No,No,Cellular,12,Aug,126.0,2,-1.0,0,Unknown,No
35,Management,Married,Tertiary,No,362.0,No,No,Cellular,12,Aug,95.0,8,-1.0,0,Unknown,No
