marca,linea,modelo,condición,combustible,color,transmisión,único_dueño,tipo_de_vendedor,kilometraje,puertas,precio
Mazda,Mazda 3,2017,Usado,Gasolina,Plateado,Automática,No,Persona Natural,40000,4.0,65000000
Chevrolet,Luv,2003,Usado,Diesel,Blanco,Mecánica,No,Persona Natural,270000,4.0,30000000
Chevrolet,Sail,2015,Usado,Gasolina y Gas,Blanco,Mecánica,No,Persona Natural,53200,4.0,22500000
Chevrolet,Spark,2017,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,49000,4.0,18000000
Mazda,3,2017,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,54800,5.0,46000000
Renault,Duster,2013,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,92000,4.0,33000000
Mazda,2,2010,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,149000,4.0,21000000
Mazda,2,2014,Usado,Gasolina,Blanco,Automática,No,Persona Natural,61000,5.0,26500000
Renault,Duster,2013,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,89000,5.0,36900000
Renault,Sandero,2013,Usado,Gasolina,Rojo,Mecánica,No,Persona Natural,47200,5.0,17350000
Chevrolet,Swift,1995,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,139000,4.0,7500000
Kia,Carens,2008,Usado,Gasolina,Gris,Mecánica,No,Vendedor Profesional,198113,5.0,23500000
Mercedes-Benz,Otros Modelos,2016,Usado,Gasolina,Negro,Automática,Sí,Persona Natural,24000,5.0,85000000
Renault,Twingo,2010,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,73000,3.0,13000000
Mazda,3,2008,Usado,Gasolina,Blanco,Automática,Sí,Persona Natural,170000,4.0,22000000
Toyota,Hilux,1999,Usado,Diesel,Plateado,Mecánica,No,Persona Natural,11111,2.0,20000000
Chevrolet,Corsa 4 Ptas.,2003,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,186000,4.0,9000000
Renault,Twingo,2009,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,123789,3.0,12500000
Renault,Duster,2013,Usado,Gasolina y Gas,Beige,Mecánica,No,Persona Natural,157000,5.0,28000000
Ford,Focus,2014,Usado,Gasolina,Blanco,Automática,No,Persona Natural,84700,5.0,29000000
Renault,Clio,2008,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,138965,6.0,15500000
Renault,Logan,2015,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,90000,4.0,19200000
Mazda,Allegro,2003,Usado,Gasolina,Plateado,Mecánica,No,Persona Natural,133200,4.0,13200000
Renault,Sandero,2010,Usado,Gasolina,Azul,Mecánica,Sí,Persona Natural,67886,5.0,16000000
Renault,Symbol,2004,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,114756,4.0,9300000
Mazda,323,1995,Usado,Gasolina,Vinotinto,Mecánica,No,Persona Natural,123000,3.0,7500000
Chevrolet,Sail,2013,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,96000,4.0,21500000
Hyundai,i25,2015,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,40000,5.0,31000000
Renault,Symbol,2007,Usado,Gasolina,Verde,Mecánica,No,Persona Natural,119540,4.0,12800000
Renault,Twingo,2010,Usado,Gasolina,Negro,Mecánica,Sí,Persona Natural,73000,3.0,13000000
Mazda,Allegro,1998,Usado,Gasolina,Crema,Mecánica,No,Persona Natural,220000,5.0,8000000
Chevrolet,Sonic,2016,Usado,Gasolina,Blanco,Mecánica,Sí,Persona Natural,45000,5.0,31000000
Hyundai,Santa Fe,2013,Usado,Gasolina,Negro,Automática Secuencial,No,Persona Natural,87000,5.0,56000000
Chevrolet,HHR,2010,Usado,Gasolina,Plateado,Automática,No,Persona Natural,160000,5.0,22800000
Volkswagen,Escarabajo,1966,Usado,Gasolina,Beige,Mecánica,No,Persona Natural,100000,2.0,14500000
Toyota,Prado,2011,Usado,Gasolina,Negro,Automática,Sí,Persona Natural,119000,3.0,84000000
Nissan,Sentra,1994,Usado,Gasolina,Rojo,Mecánica,No,Persona Natural,317071,5.0,7000000
Chevrolet,Aveo,2008,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,140000,2.0,15000000
Volkswagen,Tiguan,2012,Usado,Gasolina,Marrón,Automática,No,Persona Natural,115000,5.0,60000000
Mazda,3,2007,Usado,Gasolina,Beige,Mecánica,No,Persona Natural,145000,5.0,17900000
Mazda,323,1991,Usado,Gasolina,Blanco,Mecánica,No,Vendedor Profesional,49000,3.0,5499000
Chevrolet,Optra,2006,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,210000,4.0,11000000
Chevrolet,Dmax,2015,Usado,Diesel,Blanco,Mecánica,Sí,Persona Natural,94964,4.0,75000000
Peugeot,208,2015,Usado,Gasolina,Rojo,Automática,No,Persona Natural,44000,5.0,37000000
Chevrolet,Tracker,2014,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,61000,5.0,39000000
Renault,Clio,2003,Usado,Gasolina,Verde,Mecánica,No,Persona Natural,26000,5.0,10000000
Hyundai,i10,2009,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,95000,5.0,14800000
Chevrolet,Spark GT,2012,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,95049,4.0,21000000
Kia,New Sportage,2012,Usado,Gasolina,Blanco,Automática,No,Persona Natural,83000,4.0,53000000
Chevrolet,Onix,2017,Usado,Gasolina,Blanco,Mecánica,Sí,Persona Natural,51250,5.0,35900000
Renault,Megane,2005,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,128000,4.0,10300000
Volkswagen,Voyage,2019,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,23000,5.0,32500000
Chevrolet,Aveo,2009,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,120300,5.0,16900000
Mazda,Allegro,2003,Usado,Gasolina,Plateado,Mecánica,No,Persona Natural,138900,4.0,12200000
Foton,Van Carga,2009,Usado,Diesel,Blanco,Mecánica,No,Persona Natural,30000,4.0,32000000
Ford,Ecosport,2020,Usado,Gasolina,Blanco,Automática,Sí,Persona Natural,69000,4.0,38900000
Chevrolet,Spark GT,2017,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,37000,5.0,26800000
Chevrolet,Blazer,1992,Usado,Gasolina y Gas,Azul,Automática,No,Persona Natural,110000,4.0,4600000
Nissan,X-Trail,2018,Usado,Gasolina,Azul,Automática Secuencial,No,Persona Natural,37000,5.0,70000000
Mazda,3,2010,Usado,Gasolina,Negro,Automática Secuencial,No,Persona Natural,136000,4.0,26000000
Mazda,323,1995,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,150000,5.0,5500000
Kia,Rio,2011,Usado,Gasolina,Negro,Mecánica,No,Persona Natural,100000,5.0,22800000
Renault,Duster,2019,Usado,Gasolina,Blanco,Mecánica,Sí,Persona Natural,54000,5.0,54000000
Mazda,CX7,2007,Usado,Gasolina,Rojo,Automática Secuencial,No,Persona Natural,89000,4.0,29900000
Chevrolet,Grand Vitara,2006,Usado,Gasolina,Plateado,Mecánica,No,Persona Natural,196400,3.0,24000000
Chevrolet,Spark,2012,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,115000,5.0,14200000
Renault,Logan,2020,Usado,Gasolina,Gris,Automática,Sí,Persona Natural,1790,5.0,46000000
Chevrolet,Spark,2011,Usado,Gasolina,Rojo,Mecánica,No,Persona Natural,121457,5.0,14500000
Kia,Sportage,2007,Usado,Diesel,Gris,Automática,No,Persona Natural,188579,5.0,26500000
Chevrolet,Aveo,2011,Usado,Gasolina,Plateado,Mecánica,No,Persona Natural,75000,2.0,18000000
Toyota,LC200,2020,Nuevo,Diesel,Blanco,Automática,Sí,Vendedor Profesional,0,4.0,430000000
Renault,Twingo,2007,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,116000,3.0,11000000
Chevrolet,Sonic,2016,Usado,Gasolina,Blanco,Mecánica,No,Vendedor Profesional,26700,5.0,28500000
Renault,Clio,2002,Usado,Gasolina,Rojo,Mecánica,No,Persona Natural,202000,5.0,10000000
Ford,Ecosport,2015,Usado,Gasolina,Blanco,Automática,No,Persona Natural,43800,5.0,41800000
Renault,Twingo,2010,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,113000,2.0,13900000
Renault,Duster,2016,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,84000,5.0,38000000
Renault,Twingo,2012,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,95000,2.0,15000000
Kia,Rio,2012,Usado,Gasolina,Gris,Mecánica,No,Vendedor Profesional,93000,4.0,22900000
Chevrolet,Vivant,2007,Usado,Gasolina,Beige,Automática,No,Persona Natural,128000,5.0,13000000
Chevrolet,Tracker,2015,Usado,Gasolina,Gris,Automática,No,Persona Natural,39500,4.0,49000000
Nissan,Sentra,1997,Usado,Gasolina,Verde,Mecánica,No,Persona Natural,300000,4.0,11000000
Chevrolet,Spark GT,2013,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,82000,5.0,21500000
Chevrolet,Sail,2016,Usado,Gasolina,Blanco,Mecánica,Sí,Persona Natural,17000,5.0,33000000
Renault,Sandero Stepway,2013,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,47000,5.0,28500000
Chevrolet,Sail,2019,Usado,Gasolina,Dorado,Mecánica,Sí,Persona Natural,6400,4.0,32000000
Citroen,Saxo,2003,Usado,Gasolina,Otro,Mecánica,No,Persona Natural,145000,2.0,16500000
Kia,Rio,2014,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,90000,5.0,29800000
Chevrolet,Spark,2009,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,148000,4.0,13400000
Mazda,3,2009,Usado,Gasolina,Beige,Automática,No,Persona Natural,141865,4.0,22800000
Toyota,Fortuner,2010,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,147000,4.0,63000000
Volkswagen,Crossfox,2017,Usado,Gasolina,Rojo,Mecánica,Sí,Persona Natural,41000,5.0,40000000
Chevrolet,Vivant,2015,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,85233,5.0,17800000
Hyundai,Tucson,2008,Usado,Diesel,Azul,Mecánica,No,Vendedor Profesional,140000,5.0,22800000
Chevrolet,Esteem,2003,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,127000,5.0,9800000
Chevrolet,Aveo,2010,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,213300,4.0,16500000
Toyota,Corolla,2004,Usado,Gasolina,Plateado,Automática,No,Persona Natural,247000,4.0,16900000
Audi,Q8,2019,Usado,Gasolina,Blanco,Automática,Sí,Persona Natural,19000,5.0,243800000
Mazda,Otros Modelos,2003,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,261974,4.0,11500000
Toyota,Prado,1999,Usado,Gasolina,Beige,Automática,No,Persona Natural,252800,3.0,33000000
Toyota,4Runner,2018,Usado,Gasolina,Blanco,Automática,Sí,Persona Natural,36000,4.0,147000000
Renault,Twingo,2004,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,121000,2.0,9300000
